year,orientation,ethnicity,winner,ratio,party
1996,Straight,Asian,2,0,Democratic
1996,Straight,Black,2,8,Democratic
1996,Straight,Hispanic,2,0,Democratic
1996,Straight,White,2,92,Democratic
1997,Bisexual,Asian,0,0,Democratic
1997,Bisexual,Black,0,0,Democratic
1997,Bisexual,Hispanic,0,0,Democratic
1997,Bisexual,White,0,0,Democratic
1997,Bisexual,Asian,1,0,Democratic
1997,Bisexual,Black,1,0,Democratic
1997,Bisexual,Hispanic,1,0,Democratic
1997,Bisexual,White,1,0,Democratic
1997,Bisexual,Asian,2,0,Democratic
1997,Bisexual,Black,2,0,Democratic
1997,Bisexual,Hispanic,2,0,Democratic
1997,Bisexual,White,2,0,Democratic
1997,Gay     ,Asian,0,0,Democratic
1997,Gay     ,Black,0,0,Democratic
1997,Gay     ,Hispanic,0,0,Democratic
1997,Gay     ,White,0,5,Democratic
1997,Gay     ,Asian,1,0,Democratic
1997,Gay     ,Black,1,0,Democratic
1997,Gay     ,Hispanic,1,0,Democratic
1997,Gay     ,White,1,0,Democratic
1997,Gay     ,Asian,2,0,Democratic
1997,Gay     ,Black,2,0,Democratic
1997,Gay     ,Hispanic,2,0,Democratic
1997,Gay     ,White,2,4,Democratic
1997,Lesbian ,Asian,0,0,Democratic
1997,Lesbian ,Black,0,0,Democratic
1997,Lesbian ,Hispanic,0,0,Democratic
1997,Lesbian ,White,0,0,Democratic
1997,Lesbian ,Asian,1,0,Democratic
1997,Lesbian ,Black,1,0,Democratic
1997,Lesbian ,Hispanic,1,0,Democratic
1997,Lesbian ,White,1,0,Democratic
1997,Lesbian ,Asian,2,0,Democratic
1997,Lesbian ,Black,2,0,Democratic
1997,Lesbian ,Hispanic,2,0,Democratic
1997,Lesbian ,White,2,0,Democratic
1997,Straight,Asian,0,4.75,Democratic
1997,Straight,Black,0,0,Democratic
1997,Straight,Hispanic,0,0,Democratic
1997,Straight,White,0,90.25,Democratic
1997,Straight,Asian,1,0,Democratic
1997,Straight,Black,1,0,Democratic
1997,Straight,Hispanic,1,0,Democratic
1997,Straight,White,1,100,Democratic
1997,Straight,Asian,2,3.84,Democratic
1997,Straight,Black,2,0,Democratic
1997,Straight,Hispanic,2,0,Democratic
1997,Straight,White,2,92.16,Democratic
1998,Bisexual,Asian,0,0,Democratic
1998,Bisexual,Black,0,0,Democratic
1998,Bisexual,Hispanic,0,0,Democratic
1998,Bisexual,White,0,0,Democratic
1998,Bisexual,Asian,1,0,Democratic
1998,Bisexual,Black,1,0,Democratic
1998,Bisexual,Hispanic,1,0,Democratic
1998,Bisexual,White,1,0,Democratic
1998,Bisexual,Asian,2,0,Democratic
1998,Bisexual,Black,2,0,Democratic
1998,Bisexual,Hispanic,2,0,Democratic
1998,Bisexual,White,2,0,Democratic
1998,Gay     ,Asian,0,0,Democratic
1998,Gay     ,Black,0,0,Democratic
1998,Gay     ,Hispanic,0,0,Democratic
1998,Gay     ,White,0,5,Democratic
1998,Gay     ,Asian,1,0,Democratic
1998,Gay     ,Black,1,0,Democratic
1998,Gay     ,Hispanic,1,0,Democratic
1998,Gay     ,White,1,0,Democratic
1998,Gay     ,Asian,2,0,Democratic
1998,Gay     ,Black,2,0,Democratic
1998,Gay     ,Hispanic,2,0,Democratic
1998,Gay     ,White,2,4,Democratic
1998,Lesbian ,Asian,0,0,Democratic
1998,Lesbian ,Black,0,0,Democratic
1998,Lesbian ,Hispanic,0,0,Democratic
1998,Lesbian ,White,0,0,Democratic
1998,Lesbian ,Asian,1,0,Democratic
1998,Lesbian ,Black,1,0,Democratic
1998,Lesbian ,Hispanic,1,0,Democratic
1998,Lesbian ,White,1,0,Democratic
1998,Lesbian ,Asian,2,0,Democratic
1998,Lesbian ,Black,2,0,Democratic
1998,Lesbian ,Hispanic,2,0,Democratic
1998,Lesbian ,White,2,0,Democratic
1998,Straight,Asian,0,0,Democratic
1998,Straight,Black,0,0,Democratic
1998,Straight,Hispanic,0,4.75,Democratic
1998,Straight,White,0,90.25,Democratic
1998,Straight,Asian,1,0,Democratic
1998,Straight,Black,1,0,Democratic
1998,Straight,Hispanic,1,0,Democratic
1998,Straight,White,1,100,Democratic
1998,Straight,Asian,2,0,Democratic
1998,Straight,Black,2,0,Democratic
1998,Straight,Hispanic,2,3.84,Democratic
1998,Straight,White,2,92.16,Democratic
1999,Bisexual,Asian,0,0,Democratic
1999,Bisexual,Black,0,0,Democratic
1999,Bisexual,Hispanic,0,0,Democratic
1999,Bisexual,White,0,0,Democratic
1999,Bisexual,Asian,1,0,Democratic
1999,Bisexual,Black,1,0,Democratic
1999,Bisexual,Hispanic,1,0,Democratic
1999,Bisexual,White,1,20,Democratic
1999,Bisexual,Asian,2,0,Democratic
1999,Bisexual,Black,2,0,Democratic
1999,Bisexual,Hispanic,2,0,Democratic
1999,Bisexual,White,2,4,Democratic
1999,Gay     ,Asian,0,0,Democratic
1999,Gay     ,Black,0,0,Democratic
1999,Gay     ,Hispanic,0,0,Democratic
1999,Gay     ,White,0,0,Democratic
1999,Gay     ,Asian,1,0,Democratic
1999,Gay     ,Black,1,0,Democratic
1999,Gay     ,Hispanic,1,0,Democratic
1999,Gay     ,White,1,20,Democratic
1999,Gay     ,Asian,2,0,Democratic
1999,Gay     ,Black,2,0,Democratic
1999,Gay     ,Hispanic,2,0,Democratic
1999,Gay     ,White,2,4,Democratic
1999,Lesbian ,Asian,0,0,Democratic
1999,Lesbian ,Black,0,0,Democratic
1999,Lesbian ,Hispanic,0,0,Democratic
1999,Lesbian ,White,0,0,Democratic
1999,Lesbian ,Asian,1,0,Democratic
1999,Lesbian ,Black,1,0,Democratic
1999,Lesbian ,Hispanic,1,0,Democratic
1999,Lesbian ,White,1,0,Democratic
1999,Lesbian ,Asian,2,0,Democratic
1999,Lesbian ,Black,2,0,Democratic
1999,Lesbian ,Hispanic,2,0,Democratic
1999,Lesbian ,White,2,0,Democratic
1999,Straight,Asian,0,5,Democratic
1999,Straight,Black,0,10,Democratic
1999,Straight,Hispanic,0,0,Democratic
1999,Straight,White,0,85,Democratic
1999,Straight,Asian,1,0,Democratic
1999,Straight,Black,1,0,Democratic
1999,Straight,Hispanic,1,0,Democratic
1999,Straight,White,1,60,Democratic
1999,Straight,Asian,2,3.68,Democratic
1999,Straight,Black,2,7.36,Democratic
1999,Straight,Hispanic,2,0,Democratic
1999,Straight,White,2,80.96,Democratic
2000,Bisexual,Asian,0,0,Democratic
2000,Bisexual,Black,0,0,Democratic
2000,Bisexual,Hispanic,0,0,Democratic
2000,Bisexual,White,0,0,Democratic
2000,Bisexual,Asian,1,0,Democratic
2000,Bisexual,Black,1,0,Democratic
2000,Bisexual,Hispanic,1,0,Democratic
2000,Bisexual,White,1,0,Democratic
2000,Bisexual,Asian,2,0,Democratic
2000,Bisexual,Black,2,0,Democratic
2000,Bisexual,Hispanic,2,0,Democratic
2000,Bisexual,White,2,0,Democratic
2000,Gay     ,Asian,0,0,Democratic
2000,Gay     ,Black,0,0,Democratic
2000,Gay     ,Hispanic,0,0,Democratic
2000,Gay     ,White,0,5,Democratic
2000,Gay     ,Asian,1,0,Democratic
2000,Gay     ,Black,1,0,Democratic
2000,Gay     ,Hispanic,1,0,Democratic
2000,Gay     ,White,1,0,Democratic
2000,Gay     ,Asian,2,0,Democratic
2000,Gay     ,Black,2,0,Democratic
2000,Gay     ,Hispanic,2,0,Democratic
2000,Gay     ,White,2,4,Democratic
2000,Lesbian ,Asian,0,0,Democratic
2000,Lesbian ,Black,0,0,Democratic
2000,Lesbian ,Hispanic,0,0,Democratic
2000,Lesbian ,White,0,0,Democratic
2000,Lesbian ,Asian,1,0,Democratic
2000,Lesbian ,Black,1,0,Democratic
2000,Lesbian ,Hispanic,1,0,Democratic
2000,Lesbian ,White,1,0,Democratic
2000,Lesbian ,Asian,2,0,Democratic
2000,Lesbian ,Black,2,0,Democratic
2000,Lesbian ,Hispanic,2,0,Democratic
2000,Lesbian ,White,2,0,Democratic
2000,Straight,Asian,0,4.75,Democratic
2000,Straight,Black,0,0,Democratic
2000,Straight,Hispanic,0,0,Democratic
2000,Straight,White,0,90.25,Democratic
2000,Straight,Asian,1,0,Democratic
2000,Straight,Black,1,0,Democratic
2000,Straight,Hispanic,1,20,Democratic
2000,Straight,White,1,80,Democratic
2000,Straight,Asian,2,3.84,Democratic
2000,Straight,Black,2,0,Democratic
2000,Straight,Hispanic,2,3.84,Democratic
2000,Straight,White,2,88.32,Democratic
2001,Bisexual,Asian,0,0,Republican
2001,Bisexual,Black,0,0,Republican
2001,Bisexual,Hispanic,0,0,Republican
2001,Bisexual,White,0,0,Republican
2001,Bisexual,Asian,1,0,Republican
2001,Bisexual,Black,1,0,Republican
2001,Bisexual,Hispanic,1,0,Republican
2001,Bisexual,White,1,0,Republican
2001,Bisexual,Asian,2,0,Republican
2001,Bisexual,Black,2,0,Republican
2001,Bisexual,Hispanic,2,0,Republican
2001,Bisexual,White,2,0,Republican
2001,Gay     ,Asian,0,0,Republican
2001,Gay     ,Black,0,0,Republican
2001,Gay     ,Hispanic,0,0,Republican
2001,Gay     ,White,0,5,Republican
2001,Gay     ,Asian,1,0,Republican
2001,Gay     ,Black,1,0,Republican
2001,Gay     ,Hispanic,1,0,Republican
2001,Gay     ,White,1,0,Republican
2001,Gay     ,Asian,2,0,Republican
2001,Gay     ,Black,2,0,Republican
2001,Gay     ,Hispanic,2,0,Republican
2001,Gay     ,White,2,4,Republican
2001,Lesbian ,Asian,0,0,Republican
2001,Lesbian ,Black,0,0,Republican
2001,Lesbian ,Hispanic,0,0,Republican
2001,Lesbian ,White,0,0,Republican
2001,Lesbian ,Asian,1,0,Republican
2001,Lesbian ,Black,1,0,Republican
2001,Lesbian ,Hispanic,1,0,Republican
2001,Lesbian ,White,1,0,Republican
2001,Lesbian ,Asian,2,0,Republican
2001,Lesbian ,Black,2,0,Republican
2001,Lesbian ,Hispanic,2,0,Republican
2001,Lesbian ,White,2,0,Republican
2001,Straight,Asian,0,4.75,Republican
2001,Straight,Black,0,4.75,Republican
2001,Straight,Hispanic,0,0,Republican
2001,Straight,White,0,85.5,Republican
2001,Straight,Asian,1,0,Republican
2001,Straight,Black,1,40,Republican
2001,Straight,Hispanic,1,0,Republican
2001,Straight,White,1,60,Republican
2001,Straight,Asian,2,3.84,Republican
2001,Straight,Black,2,11.52,Republican
2001,Straight,Hispanic,2,0,Republican
2001,Straight,White,2,80.64,Republican
2002,Bisexual,Asian,0,0,Republican
2002,Bisexual,Black,0,0,Republican
2002,Bisexual,Hispanic,0,0,Republican
2002,Bisexual,White,0,0,Republican
2002,Bisexual,Asian,1,0,Republican
2002,Bisexual,Black,1,0,Republican
2002,Bisexual,Hispanic,1,0,Republican
2002,Bisexual,White,1,0,Republican
2002,Bisexual,Asian,2,0,Republican
2002,Bisexual,Black,2,0,Republican
2002,Bisexual,Hispanic,2,0,Republican
2002,Bisexual,White,2,0,Republican
2002,Gay     ,Asian,0,0,Republican
2002,Gay     ,Black,0,0,Republican
2002,Gay     ,Hispanic,0,5,Republican
2002,Gay     ,White,0,10,Republican
2002,Gay     ,Asian,1,0,Republican
2002,Gay     ,Black,1,0,Republican
2002,Gay     ,Hispanic,1,0,Republican
2002,Gay     ,White,1,0,Republican
2002,Gay     ,Asian,2,0,Republican
2002,Gay     ,Black,2,0,Republican
2002,Gay     ,Hispanic,2,4,Republican
2002,Gay     ,White,2,8,Republican
2002,Lesbian ,Asian,0,0,Republican
2002,Lesbian ,Black,0,0,Republican
2002,Lesbian ,Hispanic,0,0,Republican
2002,Lesbian ,White,0,0,Republican
2002,Lesbian ,Asian,1,0,Republican
2002,Lesbian ,Black,1,0,Republican
2002,Lesbian ,Hispanic,1,0,Republican
2002,Lesbian ,White,1,0,Republican
2002,Lesbian ,Asian,2,0,Republican
2002,Lesbian ,Black,2,0,Republican
2002,Lesbian ,Hispanic,2,0,Republican
2002,Lesbian ,White,2,0,Republican
2002,Straight,Asian,0,0,Republican
2002,Straight,Black,0,4.25,Republican
2002,Straight,Hispanic,0,4.25,Republican
2002,Straight,White,0,76.5,Republican
2002,Straight,Asian,1,0,Republican
2002,Straight,Black,1,0,Republican
2002,Straight,Hispanic,1,0,Republican
2002,Straight,White,1,100,Republican
2002,Straight,Asian,2,0,Republican
2002,Straight,Black,2,3.52,Republican
2002,Straight,Hispanic,2,3.52,Republican
2002,Straight,White,2,80.96,Republican
2003,Bisexual,Asian,0,0,Republican
2003,Bisexual,Black,0,0,Republican
2003,Bisexual,Hispanic,0,0,Republican
2003,Bisexual,White,0,0,Republican
2003,Bisexual,Asian,1,0,Republican
2003,Bisexual,Black,1,0,Republican
2003,Bisexual,Hispanic,1,0,Republican
2003,Bisexual,White,1,0,Republican
2003,Bisexual,Asian,2,0,Republican
2003,Bisexual,Black,2,0,Republican
2003,Bisexual,Hispanic,2,0,Republican
2003,Bisexual,White,2,0,Republican
2003,Gay     ,Asian,0,0,Republican
2003,Gay     ,Black,0,0,Republican
2003,Gay     ,Hispanic,0,0,Republican
2003,Gay     ,White,0,0,Republican
2003,Gay     ,Asian,1,0,Republican
2003,Gay     ,Black,1,0,Republican
2003,Gay     ,Hispanic,1,0,Republican
2003,Gay     ,White,1,0,Republican
2003,Gay     ,Asian,2,0,Republican
2003,Gay     ,Black,2,0,Republican
2003,Gay     ,Hispanic,2,0,Republican
2003,Gay     ,White,2,0,Republican
2003,Lesbian ,Asian,0,0,Republican
2003,Lesbian ,Black,0,0,Republican
2003,Lesbian ,Hispanic,0,0,Republican
2003,Lesbian ,White,0,0,Republican
2003,Lesbian ,Asian,1,0,Republican
2003,Lesbian ,Black,1,0,Republican
2003,Lesbian ,Hispanic,1,0,Republican
2003,Lesbian ,White,1,0,Republican
2003,Lesbian ,Asian,2,0,Republican
2003,Lesbian ,Black,2,0,Republican
2003,Lesbian ,Hispanic,2,0,Republican
2003,Lesbian ,White,2,0,Republican
2003,Straight,Asian,0,15,Republican
2003,Straight,Black,0,5,Republican
2003,Straight,Hispanic,0,5,Republican
2003,Straight,White,0,75,Republican
2003,Straight,Asian,1,0,Republican
2003,Straight,Black,1,0,Republican
2003,Straight,Hispanic,1,0,Republican
2003,Straight,White,1,100,Republican
2003,Straight,Asian,2,12,Republican
2003,Straight,Black,2,4,Republican
2003,Straight,Hispanic,2,4,Republican
2003,Straight,White,2,80,Republican
2004,Bisexual,Asian,0,0,Republican
2004,Bisexual,Black,0,0,Republican
2004,Bisexual,Hispanic,0,0,Republican
2004,Bisexual,White,0,0,Republican
2004,Bisexual,Asian,1,0,Republican
2004,Bisexual,Black,1,0,Republican
2004,Bisexual,Hispanic,1,0,Republican
2004,Bisexual,White,1,0,Republican
2004,Bisexual,Asian,2,0,Republican
2004,Bisexual,Black,2,0,Republican
2004,Bisexual,Hispanic,2,0,Republican
2004,Bisexual,White,2,0,Republican
2004,Gay     ,Asian,0,0,Republican
2004,Gay     ,Black,0,0,Republican
2004,Gay     ,Hispanic,0,0,Republican
2004,Gay     ,White,0,0,Republican
2004,Gay     ,Asian,1,0,Republican
2004,Gay     ,Black,1,0,Republican
2004,Gay     ,Hispanic,1,0,Republican
2004,Gay     ,White,1,0,Republican
2004,Gay     ,Asian,2,0,Republican
2004,Gay     ,Black,2,0,Republican
2004,Gay     ,Hispanic,2,0,Republican
2004,Gay     ,White,2,0,Republican
2004,Lesbian ,Asian,0,0,Republican
2004,Lesbian ,Black,0,0,Republican
2004,Lesbian ,Hispanic,0,0,Republican
2004,Lesbian ,White,0,0,Republican
2004,Lesbian ,Asian,1,0,Republican
2004,Lesbian ,Black,1,0,Republican
2004,Lesbian ,Hispanic,1,0,Republican
2004,Lesbian ,White,1,0,Republican
2004,Lesbian ,Asian,2,0,Republican
2004,Lesbian ,Black,2,0,Republican
2004,Lesbian ,Hispanic,2,0,Republican
2004,Lesbian ,White,2,0,Republican
2004,Straight,Asian,0,0,Republican
2004,Straight,Black,0,15,Republican
2004,Straight,Hispanic,0,5,Republican
2004,Straight,White,0,80,Republican
2004,Straight,Asian,1,0,Republican
2004,Straight,Black,1,40,Republican
2004,Straight,Hispanic,1,0,Republican
2004,Straight,White,1,60,Republican
2004,Straight,Asian,2,0,Republican
2004,Straight,Black,2,20,Republican
2004,Straight,Hispanic,2,4,Republican
2004,Straight,White,2,76,Republican
2005,Bisexual,Asian,0,0,Republican
2005,Bisexual,Black,0,0,Republican
2005,Bisexual,Hispanic,0,0,Republican
2005,Bisexual,White,0,0,Republican
2005,Bisexual,Asian,1,0,Republican
2005,Bisexual,Black,1,0,Republican
2005,Bisexual,Hispanic,1,0,Republican
2005,Bisexual,White,1,0,Republican
2005,Bisexual,Asian,2,0,Republican
2005,Bisexual,Black,2,0,Republican
2005,Bisexual,Hispanic,2,0,Republican
2005,Bisexual,White,2,0,Republican
2005,Gay     ,Asian,0,0,Republican
2005,Gay     ,Black,0,0,Republican
2005,Gay     ,Hispanic,0,0,Republican
2005,Gay     ,White,0,0,Republican
2005,Gay     ,Asian,1,0,Republican
2005,Gay     ,Black,1,0,Republican
2005,Gay     ,Hispanic,1,0,Republican
2005,Gay     ,White,1,0,Republican
2005,Gay     ,Asian,2,0,Republican
2005,Gay     ,Black,2,0,Republican
2005,Gay     ,Hispanic,2,0,Republican
2005,Gay     ,White,2,0,Republican
2005,Lesbian ,Asian,0,0,Republican
2005,Lesbian ,Black,0,0,Republican
2005,Lesbian ,Hispanic,0,0,Republican
2005,Lesbian ,White,0,0,Republican
2005,Lesbian ,Asian,1,0,Republican
2005,Lesbian ,Black,1,0,Republican
2005,Lesbian ,Hispanic,1,0,Republican
2005,Lesbian ,White,1,0,Republican
2005,Lesbian ,Asian,2,0,Republican
2005,Lesbian ,Black,2,0,Republican
2005,Lesbian ,Hispanic,2,0,Republican
2005,Lesbian ,White,2,0,Republican
2005,Straight,Asian,0,0,Republican
2005,Straight,Black,0,5,Republican
2005,Straight,Hispanic,0,0,Republican
2005,Straight,White,0,95,Republican
2005,Straight,Asian,1,20,Republican
2005,Straight,Black,1,0,Republican
2005,Straight,Hispanic,1,0,Republican
2005,Straight,White,1,80,Republican
2005,Straight,Asian,2,4,Republican
2005,Straight,Black,2,4,Republican
2005,Straight,Hispanic,2,0,Republican
2005,Straight,White,2,92,Republican
2006,Bisexual,Asian,0,0,Republican
2006,Bisexual,Black,0,0,Republican
2006,Bisexual,Hispanic,0,0,Republican
2006,Bisexual,White,0,0,Republican
2006,Bisexual,Asian,1,0,Republican
2006,Bisexual,Black,1,0,Republican
2006,Bisexual,Hispanic,1,0,Republican
2006,Bisexual,White,1,0,Republican
2006,Bisexual,Asian,2,0,Republican
2006,Bisexual,Black,2,0,Republican
2006,Bisexual,Hispanic,2,0,Republican
2006,Bisexual,White,2,0,Republican
2006,Gay     ,Asian,0,0,Republican
2006,Gay     ,Black,0,0,Republican
2006,Gay     ,Hispanic,0,0,Republican
2006,Gay     ,White,0,0,Republican
2006,Gay     ,Asian,1,0,Republican
2006,Gay     ,Black,1,0,Republican
2006,Gay     ,Hispanic,1,0,Republican
2006,Gay     ,White,1,0,Republican
2006,Gay     ,Asian,2,0,Republican
2006,Gay     ,Black,2,0,Republican
2006,Gay     ,Hispanic,2,0,Republican
2006,Gay     ,White,2,0,Republican
2006,Lesbian ,Asian,0,0,Republican
2006,Lesbian ,Black,0,0,Republican
2006,Lesbian ,Hispanic,0,0,Republican
2006,Lesbian ,White,0,0,Republican
2006,Lesbian ,Asian,1,0,Republican
2006,Lesbian ,Black,1,0,Republican
2006,Lesbian ,Hispanic,1,0,Republican
2006,Lesbian ,White,1,0,Republican
2006,Lesbian ,Asian,2,0,Republican
2006,Lesbian ,Black,2,0,Republican
2006,Lesbian ,Hispanic,2,0,Republican
2006,Lesbian ,White,2,0,Republican
2006,Straight,Asian,0,5,Republican
2006,Straight,Black,0,15,Republican
2006,Straight,Hispanic,0,5,Republican
2006,Straight,White,0,75,Republican
2006,Straight,Asian,1,0,Republican
2006,Straight,Black,1,40,Republican
2006,Straight,Hispanic,1,0,Republican
2006,Straight,White,1,60,Republican
2006,Straight,Asian,2,4,Republican
2006,Straight,Black,2,20,Republican
2006,Straight,Hispanic,2,4,Republican
2006,Straight,White,2,72,Republican
2007,Bisexual,Asian,0,0,Republican
2007,Bisexual,Black,0,0,Republican
2007,Bisexual,Hispanic,0,0,Republican
2007,Bisexual,White,0,0,Republican
2007,Bisexual,Asian,1,0,Republican
2007,Bisexual,Black,1,0,Republican
2007,Bisexual,Hispanic,1,0,Republican
2007,Bisexual,White,1,0,Republican
2007,Bisexual,Asian,2,0,Republican
2007,Bisexual,Black,2,0,Republican
2007,Bisexual,Hispanic,2,0,Republican
2007,Bisexual,White,2,0,Republican
2007,Gay     ,Asian,0,0,Republican
2007,Gay     ,Black,0,0,Republican
2007,Gay     ,Hispanic,0,0,Republican
2007,Gay     ,White,0,0,Republican
2007,Gay     ,Asian,1,0,Republican
2007,Gay     ,Black,1,0,Republican
2007,Gay     ,Hispanic,1,0,Republican
2007,Gay     ,White,1,0,Republican
2007,Gay     ,Asian,2,0,Republican
2007,Gay     ,Black,2,0,Republican
2007,Gay     ,Hispanic,2,0,Republican
2007,Gay     ,White,2,0,Republican
2007,Lesbian ,Asian,0,0,Republican
2007,Lesbian ,Black,0,0,Republican
2007,Lesbian ,Hispanic,0,0,Republican
2007,Lesbian ,White,0,5,Republican
2007,Lesbian ,Asian,1,0,Republican
2007,Lesbian ,Black,1,0,Republican
2007,Lesbian ,Hispanic,1,0,Republican
2007,Lesbian ,White,1,0,Republican
2007,Lesbian ,Asian,2,0,Republican
2007,Lesbian ,Black,2,0,Republican
2007,Lesbian ,Hispanic,2,0,Republican
2007,Lesbian ,White,2,4,Republican
2007,Straight,Asian,0,0,Republican
2007,Straight,Black,0,4.75,Republican
2007,Straight,Hispanic,0,0,Republican
2007,Straight,White,0,90.25,Republican
2007,Straight,Asian,1,0,Republican
2007,Straight,Black,1,0,Republican
2007,Straight,Hispanic,1,0,Republican
2007,Straight,White,1,100,Republican
2007,Straight,Asian,2,0,Republican
2007,Straight,Black,2,3.84,Republican
2007,Straight,Hispanic,2,0,Republican
2007,Straight,White,2,92.16,Republican
2008,Bisexual,Asian,0,0,Republican
2008,Bisexual,Black,0,0,Republican
2008,Bisexual,Hispanic,0,0,Republican
2008,Bisexual,White,0,5,Republican
2008,Bisexual,Asian,1,0,Republican
2008,Bisexual,Black,1,0,Republican
2008,Bisexual,Hispanic,1,0,Republican
2008,Bisexual,White,1,0,Republican
2008,Bisexual,Asian,2,0,Republican
2008,Bisexual,Black,2,0,Republican
2008,Bisexual,Hispanic,2,0,Republican
2008,Bisexual,White,2,4,Republican
2008,Gay     ,Asian,0,0,Republican
2008,Gay     ,Black,0,0,Republican
2008,Gay     ,Hispanic,0,0,Republican
2008,Gay     ,White,0,10,Republican
2008,Gay     ,Asian,1,0,Republican
2008,Gay     ,Black,1,0,Republican
2008,Gay     ,Hispanic,1,0,Republican
2008,Gay     ,White,1,0,Republican
2008,Gay     ,Asian,2,0,Republican
2008,Gay     ,Black,2,0,Republican
2008,Gay     ,Hispanic,2,0,Republican
2008,Gay     ,White,2,8,Republican
2008,Lesbian ,Asian,0,0,Republican
2008,Lesbian ,Black,0,0,Republican
2008,Lesbian ,Hispanic,0,0,Republican
2008,Lesbian ,White,0,0,Republican
2008,Lesbian ,Asian,1,0,Republican
2008,Lesbian ,Black,1,0,Republican
2008,Lesbian ,Hispanic,1,0,Republican
2008,Lesbian ,White,1,0,Republican
2008,Lesbian ,Asian,2,0,Republican
2008,Lesbian ,Black,2,0,Republican
2008,Lesbian ,Hispanic,2,0,Republican
2008,Lesbian ,White,2,0,Republican
2008,Straight,Asian,0,0,Republican
2008,Straight,Black,0,8.5,Republican
2008,Straight,Hispanic,0,0,Republican
2008,Straight,White,0,77.5,Republican
2008,Straight,Asian,1,0,Republican
2008,Straight,Black,1,0,Republican
2008,Straight,Hispanic,1,0,Republican
2008,Straight,White,1,100,Republican
2008,Straight,Asian,2,0,Republican
2008,Straight,Black,2,7.04,Republican
2008,Straight,Hispanic,2,0,Republican
2008,Straight,White,2,80.96,Republican
2009,Bisexual,Asian,0,0,Democratic
2009,Bisexual,Black,0,0,Democratic
2009,Bisexual,Hispanic,0,0,Democratic
2009,Bisexual,White,0,0,Democratic
2009,Bisexual,Asian,1,0,Democratic
2009,Bisexual,Black,1,0,Democratic
2009,Bisexual,Hispanic,1,0,Democratic
2009,Bisexual,White,1,0,Democratic
2009,Bisexual,Asian,2,0,Democratic
2009,Bisexual,Black,2,0,Democratic
2009,Bisexual,Hispanic,2,0,Democratic
2009,Bisexual,White,2,0,Democratic
2009,Gay     ,Asian,0,0,Democratic
2009,Gay     ,Black,0,5,Democratic
2009,Gay     ,Hispanic,0,0,Democratic
2009,Gay     ,White,0,0,Democratic
2009,Gay     ,Asian,1,0,Democratic
2009,Gay     ,Black,1,0,Democratic
2009,Gay     ,Hispanic,1,0,Democratic
2009,Gay     ,White,1,0,Democratic
2009,Gay     ,Asian,2,0,Democratic
2009,Gay     ,Black,2,4,Democratic
2009,Gay     ,Hispanic,2,0,Democratic
2009,Gay     ,White,2,0,Democratic
2009,Lesbian ,Asian,0,0,Democratic
2009,Lesbian ,Black,0,0,Democratic
2009,Lesbian ,Hispanic,0,0,Democratic
2009,Lesbian ,White,0,0,Democratic
2009,Lesbian ,Asian,1,0,Democratic
2009,Lesbian ,Black,1,0,Democratic
2009,Lesbian ,Hispanic,1,0,Democratic
2009,Lesbian ,White,1,0,Democratic
2009,Lesbian ,Asian,2,0,Democratic
2009,Lesbian ,Black,2,0,Democratic
2009,Lesbian ,Hispanic,2,0,Democratic
2009,Lesbian ,White,2,0,Democratic
2009,Straight,Asian,0,0,Democratic
2009,Straight,Black,0,14.25,Democratic
2009,Straight,Hispanic,0,0,Democratic
2009,Straight,White,0,80.75,Democratic
2009,Straight,Asian,1,0,Democratic
2009,Straight,Black,1,20,Democratic
2009,Straight,Hispanic,1,0,Democratic
2009,Straight,White,1,80,Democratic
2009,Straight,Asian,2,0,Democratic
2009,Straight,Black,2,15.36,Democratic
2009,Straight,Hispanic,2,0,Democratic
2009,Straight,White,2,80.64,Democratic
2010,Bisexual,Asian,0,0,Democratic
2010,Bisexual,Black,0,0,Democratic
2010,Bisexual,Hispanic,0,0,Democratic
2010,Bisexual,White,0,0,Democratic
2010,Bisexual,Asian,1,0,Democratic
2010,Bisexual,Black,1,0,Democratic
2010,Bisexual,Hispanic,1,0,Democratic
2010,Bisexual,White,1,0,Democratic
2010,Bisexual,Asian,2,0,Democratic
2010,Bisexual,Black,2,0,Democratic
2010,Bisexual,Hispanic,2,0,Democratic
2010,Bisexual,White,2,0,Democratic
2010,Gay     ,Asian,0,0,Democratic
2010,Gay     ,Black,0,0,Democratic
2010,Gay     ,Hispanic,0,0,Democratic
2010,Gay     ,White,0,0,Democratic
2010,Gay     ,Asian,1,0,Democratic
2010,Gay     ,Black,1,0,Democratic
2010,Gay     ,Hispanic,1,0,Democratic
2010,Gay     ,White,1,0,Democratic
2010,Gay     ,Asian,2,0,Democratic
2010,Gay     ,Black,2,0,Democratic
2010,Gay     ,Hispanic,2,0,Democratic
2010,Gay     ,White,2,0,Democratic
2010,Lesbian ,Asian,0,0,Democratic
2010,Lesbian ,Black,0,0,Democratic
2010,Lesbian ,Hispanic,0,0,Democratic
2010,Lesbian ,White,0,0,Democratic
2010,Lesbian ,Asian,1,0,Democratic
2010,Lesbian ,Black,1,0,Democratic
2010,Lesbian ,Hispanic,1,0,Democratic
2010,Lesbian ,White,1,0,Democratic
2010,Lesbian ,Asian,2,0,Democratic
2010,Lesbian ,Black,2,0,Democratic
2010,Lesbian ,Hispanic,2,0,Democratic
