year,orientation,ethnicity,winner,ratio,party
1955,Gay     ,Black,0,0,Republican
1955,Gay     ,Hispanic,0,0,Republican
1955,Gay     ,White,0,0,Republican
1955,Gay     ,Asian,1,0,Republican
1955,Gay     ,Black,1,0,Republican
1955,Gay     ,Hispanic,1,0,Republican
1955,Gay     ,White,1,0,Republican
1955,Gay     ,Asian,2,0,Republican
1955,Gay     ,Black,2,0,Republican
1955,Gay     ,Hispanic,2,0,Republican
1955,Gay     ,White,2,0,Republican
1955,Lesbian ,Asian,0,0,Republican
1955,Lesbian ,Black,0,0,Republican
1955,Lesbian ,Hispanic,0,0,Republican
1955,Lesbian ,White,0,0,Republican
1955,Lesbian ,Asian,1,0,Republican
1955,Lesbian ,Black,1,0,Republican
1955,Lesbian ,Hispanic,1,0,Republican
1955,Lesbian ,White,1,0,Republican
1955,Lesbian ,Asian,2,0,Republican
1955,Lesbian ,Black,2,0,Republican
1955,Lesbian ,Hispanic,2,0,Republican
1955,Lesbian ,White,2,0,Republican
1955,Straight,Asian,0,0,Republican
1955,Straight,Black,0,0,Republican
1955,Straight,Hispanic,0,0,Republican
1955,Straight,White,0,95,Republican
1955,Straight,Asian,1,0,Republican
1955,Straight,Black,1,0,Republican
1955,Straight,Hispanic,1,0,Republican
1955,Straight,White,1,100,Republican
1955,Straight,Asian,2,0,Republican
1955,Straight,Black,2,0,Republican
1955,Straight,Hispanic,2,0,Republican
1955,Straight,White,2,96,Republican
1956,Bisexual,Asian,0,0,Republican
1956,Bisexual,Black,0,0,Republican
1956,Bisexual,Hispanic,0,0,Republican
1956,Bisexual,White,0,5,Republican
1956,Bisexual,Asian,1,0,Republican
1956,Bisexual,Black,1,0,Republican
1956,Bisexual,Hispanic,1,0,Republican
1956,Bisexual,White,1,0,Republican
1956,Bisexual,Asian,2,0,Republican
1956,Bisexual,Black,2,0,Republican
1956,Bisexual,Hispanic,2,0,Republican
1956,Bisexual,White,2,4,Republican
1956,Gay     ,Asian,0,0,Republican
1956,Gay     ,Black,0,0,Republican
1956,Gay     ,Hispanic,0,0,Republican
1956,Gay     ,White,0,5,Republican
1956,Gay     ,Asian,1,0,Republican
1956,Gay     ,Black,1,0,Republican
1956,Gay     ,Hispanic,1,0,Republican
1956,Gay     ,White,1,0,Republican
1956,Gay     ,Asian,2,0,Republican
1956,Gay     ,Black,2,0,Republican
1956,Gay     ,Hispanic,2,0,Republican
1956,Gay     ,White,2,4,Republican
1956,Lesbian ,Asian,0,0,Republican
1956,Lesbian ,Black,0,0,Republican
1956,Lesbian ,Hispanic,0,0,Republican
1956,Lesbian ,White,0,0,Republican
1956,Lesbian ,Asian,1,0,Republican
1956,Lesbian ,Black,1,0,Republican
1956,Lesbian ,Hispanic,1,0,Republican
1956,Lesbian ,White,1,0,Republican
1956,Lesbian ,Asian,2,0,Republican
1956,Lesbian ,Black,2,0,Republican
1956,Lesbian ,Hispanic,2,0,Republican
1956,Lesbian ,White,2,0,Republican
1956,Straight,Asian,0,0,Republican
1956,Straight,Black,0,0,Republican
1956,Straight,Hispanic,0,0,Republican
1956,Straight,White,0,90,Republican
1956,Straight,Asian,1,0,Republican
1956,Straight,Black,1,0,Republican
1956,Straight,Hispanic,1,20,Republican
1956,Straight,White,1,80,Republican
1956,Straight,Asian,2,0,Republican
1956,Straight,Black,2,0,Republican
1956,Straight,Hispanic,2,3.68,Republican
1956,Straight,White,2,88.32,Republican
1957,Bisexual,Asian,0,0,Republican
1957,Bisexual,Black,0,0,Republican
1957,Bisexual,Hispanic,0,0,Republican
1957,Bisexual,White,0,5,Republican
1957,Bisexual,Asian,1,0,Republican
1957,Bisexual,Black,1,0,Republican
1957,Bisexual,Hispanic,1,0,Republican
1957,Bisexual,White,1,0,Republican
1957,Bisexual,Asian,2,0,Republican
1957,Bisexual,Black,2,0,Republican
1957,Bisexual,Hispanic,2,0,Republican
1957,Bisexual,White,2,4,Republican
1957,Gay     ,Asian,0,0,Republican
1957,Gay     ,Black,0,0,Republican
1957,Gay     ,Hispanic,0,0,Republican
1957,Gay     ,White,0,0,Republican
1957,Gay     ,Asian,1,0,Republican
1957,Gay     ,Black,1,0,Republican
1957,Gay     ,Hispanic,1,0,Republican
1957,Gay     ,White,1,0,Republican
1957,Gay     ,Asian,2,0,Republican
1957,Gay     ,Black,2,0,Republican
1957,Gay     ,Hispanic,2,0,Republican
1957,Gay     ,White,2,0,Republican
1957,Lesbian ,Asian,0,0,Republican
1957,Lesbian ,Black,0,0,Republican
1957,Lesbian ,Hispanic,0,0,Republican
1957,Lesbian ,White,0,0,Republican
1957,Lesbian ,Asian,1,0,Republican
1957,Lesbian ,Black,1,0,Republican
1957,Lesbian ,Hispanic,1,0,Republican
1957,Lesbian ,White,1,0,Republican
1957,Lesbian ,Asian,2,0,Republican
1957,Lesbian ,Black,2,0,Republican
1957,Lesbian ,Hispanic,2,0,Republican
1957,Lesbian ,White,2,0,Republican
1957,Straight,Asian,0,4.75,Republican
1957,Straight,Black,0,0,Republican
1957,Straight,Hispanic,0,4.75,Republican
1957,Straight,White,0,85.5,Republican
1957,Straight,Asian,1,20,Republican
1957,Straight,Black,1,0,Republican
1957,Straight,Hispanic,1,0,Republican
1957,Straight,White,1,80,Republican
1957,Straight,Asian,2,3.84,Republican
1957,Straight,Black,2,0,Republican
1957,Straight,Hispanic,2,3.84,Republican
1957,Straight,White,2,84.48,Republican
1958,Bisexual,Asian,0,0,Republican
1958,Bisexual,Black,0,0,Republican
1958,Bisexual,Hispanic,0,0,Republican
1958,Bisexual,White,0,0,Republican
1958,Bisexual,Asian,1,0,Republican
1958,Bisexual,Black,1,0,Republican
1958,Bisexual,Hispanic,1,0,Republican
1958,Bisexual,White,1,20,Republican
1958,Bisexual,Asian,2,0,Republican
1958,Bisexual,Black,2,0,Republican
1958,Bisexual,Hispanic,2,0,Republican
1958,Bisexual,White,2,4,Republican
1958,Gay     ,Asian,0,0,Republican
1958,Gay     ,Black,0,0,Republican
1958,Gay     ,Hispanic,0,0,Republican
1958,Gay     ,White,0,0,Republican
1958,Gay     ,Asian,1,0,Republican
1958,Gay     ,Black,1,0,Republican
1958,Gay     ,Hispanic,1,0,Republican
1958,Gay     ,White,1,0,Republican
1958,Gay     ,Asian,2,0,Republican
1958,Gay     ,Black,2,0,Republican
1958,Gay     ,Hispanic,2,0,Republican
1958,Gay     ,White,2,0,Republican
1958,Lesbian ,Asian,0,0,Republican
1958,Lesbian ,Black,0,0,Republican
1958,Lesbian ,Hispanic,0,0,Republican
1958,Lesbian ,White,0,0,Republican
1958,Lesbian ,Asian,1,0,Republican
1958,Lesbian ,Black,1,0,Republican
1958,Lesbian ,Hispanic,1,0,Republican
1958,Lesbian ,White,1,0,Republican
1958,Lesbian ,Asian,2,0,Republican
1958,Lesbian ,Black,2,0,Republican
1958,Lesbian ,Hispanic,2,0,Republican
1958,Lesbian ,White,2,0,Republican
1958,Straight,Asian,0,0,Republican
1958,Straight,Black,0,5,Republican
1958,Straight,Hispanic,0,0,Republican
1958,Straight,White,0,95,Republican
1958,Straight,Asian,1,0,Republican
1958,Straight,Black,1,0,Republican
1958,Straight,Hispanic,1,0,Republican
1958,Straight,White,1,80,Republican
1958,Straight,Asian,2,0,Republican
1958,Straight,Black,2,3.84,Republican
1958,Straight,Hispanic,2,0,Republican
1958,Straight,White,2,92.16,Republican
1959,Bisexual,Asian,0,0,Republican
1959,Bisexual,Black,0,0,Republican
1959,Bisexual,Hispanic,0,0,Republican
1959,Bisexual,White,0,0,Republican
1959,Bisexual,Asian,1,0,Republican
1959,Bisexual,Black,1,0,Republican
1959,Bisexual,Hispanic,1,0,Republican
1959,Bisexual,White,1,0,Republican
1959,Bisexual,Asian,2,0,Republican
1959,Bisexual,Black,2,0,Republican
1959,Bisexual,Hispanic,2,0,Republican
1959,Bisexual,White,2,0,Republican
1959,Gay     ,Asian,0,0,Republican
1959,Gay     ,Black,0,0,Republican
1959,Gay     ,Hispanic,0,0,Republican
1959,Gay     ,White,0,0,Republican
1959,Gay     ,Asian,1,0,Republican
1959,Gay     ,Black,1,0,Republican
1959,Gay     ,Hispanic,1,0,Republican
1959,Gay     ,White,1,0,Republican
1959,Gay     ,Asian,2,0,Republican
1959,Gay     ,Black,2,0,Republican
1959,Gay     ,Hispanic,2,0,Republican
1959,Gay     ,White,2,0,Republican
1959,Lesbian ,Asian,0,0,Republican
1959,Lesbian ,Black,0,0,Republican
1959,Lesbian ,Hispanic,0,0,Republican
1959,Lesbian ,White,0,0,Republican
1959,Lesbian ,Asian,1,0,Republican
1959,Lesbian ,Black,1,0,Republican
1959,Lesbian ,Hispanic,1,0,Republican
1959,Lesbian ,White,1,0,Republican
1959,Lesbian ,Asian,2,0,Republican
1959,Lesbian ,Black,2,0,Republican
1959,Lesbian ,Hispanic,2,0,Republican
1959,Lesbian ,White,2,0,Republican
1959,Straight,Asian,0,0,Republican
1959,Straight,Black,0,0,Republican
1959,Straight,Hispanic,0,0,Republican
1959,Straight,White,0,100,Republican
1959,Straight,Asian,1,0,Republican
1959,Straight,Black,1,0,Republican
1959,Straight,Hispanic,1,0,Republican
1959,Straight,White,1,100,Republican
1959,Straight,Asian,2,0,Republican
1959,Straight,Black,2,0,Republican
1959,Straight,Hispanic,2,0,Republican
1959,Straight,White,2,100,Republican
1960,Bisexual,Asian,0,0,Republican
1960,Bisexual,Black,0,0,Republican
1960,Bisexual,Hispanic,0,0,Republican
1960,Bisexual,White,0,5,Republican
1960,Bisexual,Asian,1,0,Republican
1960,Bisexual,Black,1,0,Republican
1960,Bisexual,Hispanic,1,0,Republican
1960,Bisexual,White,1,0,Republican
1960,Bisexual,Asian,2,0,Republican
1960,Bisexual,Black,2,0,Republican
1960,Bisexual,Hispanic,2,0,Republican
1960,Bisexual,White,2,4,Republican
1960,Gay     ,Asian,0,0,Republican
1960,Gay     ,Black,0,0,Republican
1960,Gay     ,Hispanic,0,0,Republican
1960,Gay     ,White,0,0,Republican
1960,Gay     ,Asian,1,0,Republican
1960,Gay     ,Black,1,0,Republican
1960,Gay     ,Hispanic,1,0,Republican
1960,Gay     ,White,1,0,Republican
1960,Gay     ,Asian,2,0,Republican
1960,Gay     ,Black,2,0,Republican
1960,Gay     ,Hispanic,2,0,Republican
1960,Gay     ,White,2,0,Republican
1960,Lesbian ,Asian,0,0,Republican
1960,Lesbian ,Black,0,0,Republican
1960,Lesbian ,Hispanic,0,0,Republican
1960,Lesbian ,White,0,0,Republican
1960,Lesbian ,Asian,1,0,Republican
1960,Lesbian ,Black,1,0,Republican
1960,Lesbian ,Hispanic,1,0,Republican
1960,Lesbian ,White,1,0,Republican
1960,Lesbian ,Asian,2,0,Republican
1960,Lesbian ,Black,2,0,Republican
1960,Lesbian ,Hispanic,2,0,Republican
1960,Lesbian ,White,2,0,Republican
1960,Straight,Asian,0,0,Republican
1960,Straight,Black,0,0,Republican
1960,Straight,Hispanic,0,0,Republican
1960,Straight,White,0,95,Republican
1960,Straight,Asian,1,0,Republican
1960,Straight,Black,1,0,Republican
1960,Straight,Hispanic,1,0,Republican
1960,Straight,White,1,100,Republican
1960,Straight,Asian,2,0,Republican
1960,Straight,Black,2,0,Republican
1960,Straight,Hispanic,2,0,Republican
1960,Straight,White,2,96,Republican
1961,Bisexual,Asian,0,0,Democratic
1961,Bisexual,Black,0,0,Democratic
1961,Bisexual,Hispanic,0,0,Democratic
1961,Bisexual,White,0,0,Democratic
1961,Bisexual,Asian,1,0,Democratic
1961,Bisexual,Black,1,0,Democratic
1961,Bisexual,Hispanic,1,0,Democratic
1961,Bisexual,White,1,0,Democratic
1961,Bisexual,Asian,2,0,Democratic
1961,Bisexual,Black,2,0,Democratic
1961,Bisexual,Hispanic,2,0,Democratic
1961,Bisexual,White,2,0,Democratic
1961,Gay     ,Asian,0,0,Democratic
1961,Gay     ,Black,0,0,Democratic
1961,Gay     ,Hispanic,0,0,Democratic
1961,Gay     ,White,0,5,Democratic
1961,Gay     ,Asian,1,0,Democratic
1961,Gay     ,Black,1,0,Democratic
1961,Gay     ,Hispanic,1,0,Democratic
1961,Gay     ,White,1,20,Democratic
1961,Gay     ,Asian,2,0,Democratic
1961,Gay     ,Black,2,0,Democratic
1961,Gay     ,Hispanic,2,0,Democratic
1961,Gay     ,White,2,8,Democratic
1961,Lesbian ,Asian,0,0,Democratic
1961,Lesbian ,Black,0,0,Democratic
1961,Lesbian ,Hispanic,0,0,Democratic
1961,Lesbian ,White,0,0,Democratic
1961,Lesbian ,Asian,1,0,Democratic
1961,Lesbian ,Black,1,0,Democratic
1961,Lesbian ,Hispanic,1,0,Democratic
1961,Lesbian ,White,1,0,Democratic
1961,Lesbian ,Asian,2,0,Democratic
1961,Lesbian ,Black,2,0,Democratic
1961,Lesbian ,Hispanic,2,0,Democratic
1961,Lesbian ,White,2,0,Democratic
1961,Straight,Asian,0,0,Democratic
1961,Straight,Black,0,0,Democratic
1961,Straight,Hispanic,0,0,Democratic
1961,Straight,White,0,95,Democratic
1961,Straight,Asian,1,0,Democratic
1961,Straight,Black,1,0,Democratic
1961,Straight,Hispanic,1,13.33,Democratic
1961,Straight,White,1,66.66,Democratic
1961,Straight,Asian,2,0,Democratic
1961,Straight,Black,2,0,Democratic
1961,Straight,Hispanic,2,3.07,Democratic
1961,Straight,White,2,88.93,Democratic
1962,Bisexual,Asian,0,0,Democratic
1962,Bisexual,Black,0,0,Democratic
1962,Bisexual,Hispanic,0,0,Democratic
1962,Bisexual,White,0,0,Democratic
1962,Bisexual,Asian,1,0,Democratic
1962,Bisexual,Black,1,0,Democratic
1962,Bisexual,Hispanic,1,0,Democratic
1962,Bisexual,White,1,0,Democratic
1962,Bisexual,Asian,2,0,Democratic
1962,Bisexual,Black,2,0,Democratic
1962,Bisexual,Hispanic,2,0,Democratic
1962,Bisexual,White,2,0,Democratic
1962,Gay     ,Asian,0,0,Democratic
1962,Gay     ,Black,0,0,Democratic
1962,Gay     ,Hispanic,0,0,Democratic
1962,Gay     ,White,0,5,Democratic
1962,Gay     ,Asian,1,0,Democratic
1962,Gay     ,Black,1,0,Democratic
1962,Gay     ,Hispanic,1,0,Democratic
1962,Gay     ,White,1,0,Democratic
1962,Gay     ,Asian,2,0,Democratic
1962,Gay     ,Black,2,0,Democratic
1962,Gay     ,Hispanic,2,0,Democratic
1962,Gay     ,White,2,4,Democratic
1962,Lesbian ,Asian,0,0,Democratic
1962,Lesbian ,Black,0,0,Democratic
1962,Lesbian ,Hispanic,0,0,Democratic
1962,Lesbian ,White,0,0,Democratic
1962,Lesbian ,Asian,1,0,Democratic
1962,Lesbian ,Black,1,0,Democratic
1962,Lesbian ,Hispanic,1,0,Democratic
1962,Lesbian ,White,1,0,Democratic
1962,Lesbian ,Asian,2,0,Democratic
1962,Lesbian ,Black,2,0,Democratic
1962,Lesbian ,Hispanic,2,0,Democratic
1962,Lesbian ,White,2,0,Democratic
1962,Straight,Asian,0,4.75,Democratic
1962,Straight,Black,0,0,Democratic
1962,Straight,Hispanic,0,0,Democratic
1962,Straight,White,0,90.25,Democratic
1962,Straight,Asian,1,0,Democratic
1962,Straight,Black,1,0,Democratic
1962,Straight,Hispanic,1,0,Democratic
1962,Straight,White,1,100,Democratic
1962,Straight,Asian,2,3.84,Democratic
1962,Straight,Black,2,0,Democratic
1962,Straight,Hispanic,2,0,Democratic
1962,Straight,White,2,92.16,Democratic
1963,Bisexual,Asian,0,0,Democratic
1963,Bisexual,Black,0,0,Democratic
1963,Bisexual,Hispanic,0,0,Democratic
1963,Bisexual,White,0,0,Democratic
1963,Bisexual,Asian,1,0,Democratic
1963,Bisexual,Black,1,0,Democratic
1963,Bisexual,Hispanic,1,0,Democratic
1963,Bisexual,White,1,20,Democratic
1963,Bisexual,Asian,2,0,Democratic
1963,Bisexual,Black,2,0,Democratic
1963,Bisexual,Hispanic,2,0,Democratic
1963,Bisexual,White,2,4,Democratic
1963,Gay     ,Asian,0,0,Democratic
1963,Gay     ,Black,0,0,Democratic
1963,Gay     ,Hispanic,0,0,Democratic
1963,Gay     ,White,0,0,Democratic
1963,Gay     ,Asian,1,0,Democratic
1963,Gay     ,Black,1,0,Democratic
1963,Gay     ,Hispanic,1,0,Democratic
1963,Gay     ,White,1,0,Democratic
1963,Gay     ,Asian,2,0,Democratic
1963,Gay     ,Black,2,0,Democratic
1963,Gay     ,Hispanic,2,0,Democratic
1963,Gay     ,White,2,0,Democratic
1963,Lesbian ,Asian,0,0,Democratic
1963,Lesbian ,Black,0,0,Democratic
1963,Lesbian ,Hispanic,0,0,Democratic
1963,Lesbian ,White,0,0,Democratic
1963,Lesbian ,Asian,1,0,Democratic
1963,Lesbian ,Black,1,0,Democratic
1963,Lesbian ,Hispanic,1,0,Democratic
1963,Lesbian ,White,1,0,Democratic
1963,Lesbian ,Asian,2,0,Democratic
1963,Lesbian ,Black,2,0,Democratic
1963,Lesbian ,Hispanic,2,0,Democratic
1963,Lesbian ,White,2,0,Democratic
1963,Straight,Asian,0,0,Democratic
1963,Straight,Black,0,0,Democratic
1963,Straight,Hispanic,0,0,Democratic
1963,Straight,White,0,100,Democratic
1963,Straight,Asian,1,0,Democratic
1963,Straight,Black,1,16,Democratic
1963,Straight,Hispanic,1,0,Democratic
1963,Straight,White,1,64,Democratic
1963,Straight,Asian,2,0,Democratic
1963,Straight,Black,2,3.84,Democratic
1963,Straight,Hispanic,2,0,Democratic
1963,Straight,White,2,92.16,Democratic
1964,Bisexual,Asian,0,0,Democratic
1964,Bisexual,Black,0,0,Democratic
1964,Bisexual,Hispanic,0,0,Democratic
1964,Bisexual,White,0,0,Democratic
1964,Bisexual,Asian,1,0,Democratic
1964,Bisexual,Black,1,0,Democratic
1964,Bisexual,Hispanic,1,0,Democratic
1964,Bisexual,White,1,0,Democratic
1964,Bisexual,Asian,2,0,Democratic
1964,Bisexual,Black,2,0,Democratic
1964,Bisexual,Hispanic,2,0,Democratic
1964,Bisexual,White,2,0,Democratic
1964,Gay     ,Asian,0,0,Democratic
1964,Gay     ,Black,0,0,Democratic
1964,Gay     ,Hispanic,0,0,Democratic
1964,Gay     ,White,0,10,Democratic
1964,Gay     ,Asian,1,0,Democratic
1964,Gay     ,Black,1,0,Democratic
1964,Gay     ,Hispanic,1,0,Democratic
1964,Gay     ,White,1,20,Democratic
1964,Gay     ,Asian,2,0,Democratic
1964,Gay     ,Black,2,0,Democratic
1964,Gay     ,Hispanic,2,0,Democratic
1964,Gay     ,White,2,12,Democratic
1964,Lesbian ,Asian,0,0,Democratic
1964,Lesbian ,Black,0,0,Democratic
1964,Lesbian ,Hispanic,0,0,Democratic
1964,Lesbian ,White,0,0,Democratic
1964,Lesbian ,Asian,1,0,Democratic
1964,Lesbian ,Black,1,0,Democratic
1964,Lesbian ,Hispanic,1,0,Democratic
1964,Lesbian ,White,1,0,Democratic
1964,Lesbian ,Asian,2,0,Democratic
1964,Lesbian ,Black,2,0,Democratic
1964,Lesbian ,Hispanic,2,0,Democratic
1964,Lesbian ,White,2,0,Democratic
1964,Straight,Asian,0,0,Democratic
1964,Straight,Black,0,0,Democratic
1964,Straight,Hispanic,0,4.5,Democratic
1964,Straight,White,0,85.5,Democratic
1964,Straight,Asian,1,0,Democratic
1964,Straight,Black,1,0,Democratic
1964,Straight,Hispanic,1,0,Democratic
1964,Straight,White,1,80,Democratic
1964,Straight,Asian,2,0,Democratic
1964,Straight,Black,2,0,Democratic
1964,Straight,Hispanic,2,3.52,Democratic
1964,Straight,White,2,84.48,Democratic
1965,Bisexual,Asian,0,0,Democratic
1965,Bisexual,Black,0,0,Democratic
1965,Bisexual,Hispanic,0,0,Democratic
1965,Bisexual,White,0,0,Democratic
1965,Bisexual,Asian,1,0,Democratic
1965,Bisexual,Black,1,0,Democratic
1965,Bisexual,Hispanic,1,0,Democratic
1965,Bisexual,White,1,0,Democratic
1965,Bisexual,Asian,2,0,Democratic
1965,Bisexual,Black,2,0,Democratic
1965,Bisexual,Hispanic,2,0,Democratic
1965,Bisexual,White,2,0,Democratic
1965,Gay     ,Asian,0,0,Democratic
1965,Gay     ,Black,0,0,Democratic
1965,Gay     ,Hispanic,0,0,Democratic
1965,Gay     ,White,0,5,Democratic
1965,Gay     ,Asian,1,0,Democratic
1965,Gay     ,Black,1,0,Democratic
1965,Gay     ,Hispanic,1,0,Democratic
1965,Gay     ,White,1,0,Democratic
1965,Gay     ,Asian,2,0,Democratic
1965,Gay     ,Black,2,0,Democratic
1965,Gay     ,Hispanic,2,0,Democratic
1965,Gay     ,White,2,4,Democratic
1965,Lesbian ,Asian,0,0,Democratic
1965,Lesbian ,Black,0,0,Democratic
1965,Lesbian ,Hispanic,0,0,Democratic
1965,Lesbian ,White,0,0,Democratic
1965,Lesbian ,Asian,1,0,Democratic
1965,Lesbian ,Black,1,0,Democratic
1965,Lesbian ,Hispanic,1,0,Democratic
1965,Lesbian ,White,1,0,Democratic
1965,Lesbian ,Asian,2,0,Democratic
1965,Lesbian ,Black,2,0,Democratic
1965,Lesbian ,Hispanic,2,0,Democratic
1965,Lesbian ,White,2,0,Democratic
1965,Straight,Asian,0,4.75,Democratic
1965,Straight,Black,0,0,Democratic
1965,Straight,Hispanic,0,0,Democratic
1965,Straight,White,0,90.25,Democratic
1965,Straight,Asian,1,0,Democratic
1965,Straight,Black,1,0,Democratic
1965,Straight,Hispanic,1,0,Democratic
1965,Straight,White,1,100,Democratic
1965,Straight,Asian,2,3.84,Democratic
1965,Straight,Black,2,0,Democratic
1965,Straight,Hispanic,2,0,Democratic
1965,Straight,White,2,92.16,Democratic
1966,Bisexual,Asian,0,0,Democratic
1966,Bisexual,Black,0,0,Democratic
1966,Bisexual,Hispanic,0,0,Democratic
1966,Bisexual,White,0,0,Democratic
1966,Bisexual,Asian,1,0,Democratic
1966,Bisexual,Black,1,0,Democratic
1966,Bisexual,Hispanic,1,0,Democratic
1966,Bisexual,White,1,20,Democratic
1966,Bisexual,Asian,2,0,Democratic
1966,Bisexual,Black,2,0,Democratic
1966,Bisexual,Hispanic,2,0,Democratic
1966,Bisexual,White,2,4,Democratic
1966,Gay     ,Asian,0,0,Democratic
1966,Gay     ,Black,0,0,Democratic
1966,Gay     ,Hispanic,0,0,Democratic
1966,Gay     ,White,0,0,Democratic
1966,Gay     ,Asian,1,0,Democratic
1966,Gay     ,Black,1,0,Democratic
1966,Gay     ,Hispanic,1,0,Democratic
1966,Gay     ,White,1,0,Democratic
1966,Gay     ,Asian,2,0,Democratic
1966,Gay     ,Black,2,0,Democratic
1966,Gay     ,Hispanic,2,0,Democratic
1966,Gay     ,White,2,0,Democratic
1966,Lesbian ,Asian,0,0,Democratic
1966,Lesbian ,Black,0,0,Democratic
1966,Lesbian ,Hispanic,0,0,Democratic
1966,Lesbian ,White,0,0,Democratic
1966,Lesbian ,Asian,1,0,Democratic
1966,Lesbian ,Black,1,0,Democratic
1966,Lesbian ,Hispanic,1,0,Democratic
1966,Lesbian ,White,1,0,Democratic
1966,Lesbian ,Asian,2,0,Democratic
1966,Lesbian ,Black,2,0,Democratic
1966,Lesbian ,Hispanic,2,0,Democratic
1966,Lesbian ,White,2,0,Democratic
1966,Straight,Asian,0,10,Democratic
1966,Straight,Black,0,0,Democratic
1966,Straight,Hispanic,0,0,Democratic
1966,Straight,White,0,90,Democratic
1966,Straight,Asian,1,0,Democratic
1966,Straight,Black,1,0,Democratic
1966,Straight,Hispanic,1,0,Democratic
1966,Straight,White,1,80,Democratic
1966,Straight,Asian,2,7.68,Democratic
1966,Straight,Black,2,0,Democratic
1966,Straight,Hispanic,2,0,Democratic
1966,Straight,White,2,88.32,Democratic
1967,Bisexual,Asian,0,0,Democratic
1967,Bisexual,Black,0,0,Democratic
1967,Bisexual,Hispanic,0,0,Democratic
1967,Bisexual,White,0,0,Democratic
1967,Bisexual,Asian,1,0,Democratic
1967,Bisexual,Black,1,0,Democratic
1967,Bisexual,Hispanic,1,0,Democratic
1967,Bisexual,White,1,0,Democratic
1967,Bisexual,Asian,2,0,Democratic
1967,Bisexual,Black,2,0,Democratic
1967,Bisexual,Hispanic,2,0,Democratic
1967,Bisexual,White,2,0,Democratic
1967,Gay     ,Asian,0,0,Democratic
1967,Gay     ,Black,0,0,Democratic
1967,Gay     ,Hispanic,0,0,Democratic
1967,Gay     ,White,0,0,Democratic
1967,Gay     ,Asian,1,0,Democratic
1967,Gay     ,Black,1,0,Democratic
1967,Gay     ,Hispanic,1,0,Democratic
1967,Gay     ,White,1,0,Democratic
1967,Gay     ,Asian,2,0,Democratic
1967,Gay     ,Black,2,0,Democratic
1967,Gay     ,Hispanic,2,0,Democratic
1967,Gay     ,White,2,0,Democratic
1967,Lesbian ,Asian,0,0,Democratic
1967,Lesbian ,Black,0,0,Democratic
1967,Lesbian ,Hispanic,0,0,Democratic
1967,Lesbian ,White,0,0,Democratic
1967,Lesbian ,Asian,1,0,Democratic
1967,Lesbian ,Black,1,0,Democratic
1967,Lesbian ,Hispanic,1,0,Democratic
1967,Lesbian ,White,1,0,Democratic
1967,Lesbian ,Asian,2,0,Democratic
1967,Lesbian ,Black,2,0,Democratic
1967,Lesbian ,Hispanic,2,0,Democratic
1967,Lesbian ,White,2,0,Democratic
1967,Straight,Asian,0,0,Democratic
1967,Straight,Black,0,10,Democratic
1967,Straight,Hispanic,0,0,Democratic
1967,Straight,White,0,90,Democratic
1967,Straight,Asian,1,0,Democratic
1967,Straight,Black,1,0,Democratic
1967,Straight,Hispanic,1,0,Democratic
1967,Straight,White,1,100,Democratic
1967,Straight,Asian,2,0,Democratic
1967,Straight,Black,2,8,Democratic
1967,Straight,Hispanic,2,0,Democratic
1967,Straight,White,2,92,Democratic
1968,Bisexual,Asian,0,0,Democratic
1968,Bisexual,Black,0,0,Democratic
1968,Bisexual,Hispanic,0,0,Democratic
1968,Bisexual,White,0,5,Democratic
1968,Bisexual,Asian,1,0,Democratic
1968,Bisexual,Black,1,0,Democratic
1968,Bisexual,Hispanic,1,0,Democratic
1968,Bisexual,White,1,0,Democratic
1968,Bisexual,Asian,2,0,Democratic
1968,Bisexual,Black,2,0,Democratic
1968,Bisexual,Hispanic,2,0,Democratic
1968,Bisexual,White,2,4,Democratic
1968,Gay     ,Asian,0,0,Democratic
1968,Gay     ,Black,0,0,Democratic
1968,Gay     ,Hispanic,0,0,Democratic
1968,Gay     ,White,0,5,Democratic
1968,Gay     ,Asian,1,0,Democratic
1968,Gay     ,Black,1,0,Democratic
1968,Gay     ,Hispanic,1,0,Democratic
1968,Gay     ,White,1,0,Democratic
1968,Gay     ,Asian,2,0,Democratic
1968,Gay     ,Black,2,0,Democratic
1968,Gay     ,Hispanic,2,0,Democratic
1968,Gay     ,White,2,4,Democratic
1968,Lesbian ,Asian,0,0,Democratic
1968,Lesbian ,Black,0,0,Democratic
1968,Lesbian ,Hispanic,0,0,Democratic
1968,Lesbian ,White,0,0,Democratic
1968,Lesbian ,Asian,1,0,Democratic
1968,Lesbian ,Black,1,0,Democratic
1968,Lesbian ,Hispanic,1,0,Democratic
1968,Lesbian ,White,1,0,Democratic
1968,Lesbian ,Asian,2,0,Democratic
1968,Lesbian ,Black,2,0,Democratic
1968,Lesbian ,Hispanic,2,0,Democratic
1968,Lesbian ,White,2,0,Democratic
1968,Straight,Asian,0,0,Democratic
1968,Straight,Black,0,0,Democratic
1968,Straight,Hispanic,0,0,Democratic
1968,Straight,White,0,90,Democratic
1968,Straight,Asian,1,0,Democratic
1968,Straight,Black,1,0,Democratic
1968,Straight,Hispanic,1,0,Democratic
1968,Straight,White,1,100,Democratic
1968,Straight,Asian,2,0,Democratic
1968,Straight,Black,2,0,Democratic
1968,Straight,Hispanic,2,0,Democratic
1968,Straight,White,2,92,Democratic
1969,Bisexual,Asian,0,0,Republican
